"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"1/04/2016","Seamlss Aburisushi Dh","SEAMLSS*ABURISUSHI SNEW YORKDH222M4     8002561020 320160040384557865","18.47","debit","Restaurants","Gold Delta SkyMiles","",""
"1/04/2016","Chase Quickpay Electronic","Chase QuickPay Electronic Transfer 5104791383 to Bryan","100.00","debit","Shopping","TOTAL CHECKING","",""
"1/04/2016","Chase Quickpay Electronic","Chase QuickPay Electronic Transfer 5102186039 to Nicole","30.00","debit","Shopping","TOTAL CHECKING","",""
"1/03/2016","Netflix","NETFLIX.COM         866-579-717102105612   8665797172 320160030374273209","7.99","debit","Movies & DVDs","Gold Delta SkyMiles","",""
"1/03/2016","Seamlss Allaboutindi Bm","SEAMLSS*ALLABOUTINDINEW YORKBM6H87T     8002561020 320160030368509724","17.51","debit","Uncategorized","Gold Delta SkyMiles","",""
"1/02/2016","Seamlss Breadbrother J","SEAMLSS*BREADBROTHERNEW YORKJ8XY5PY     8002561020 320160020357505297","16.62","debit","Food & Dining","Gold Delta SkyMiles","",""
"1/02/2016","Instacart Digital Account","INSTACART 9108172278 Digital Account Number XXXXXXXXXXXX1208","126.46","debit","Groceries","Citi Double Cash Card","",""
"1/01/2016","Seamlss Aburisushi Vwjb","SEAMLSS*ABURISUSHI SNEW YORK45VWJB4     8002561020 320160010339534794","17.22","debit","Restaurants","Gold Delta SkyMiles","",""
"1/01/2016","Duane Reade","DUANE READE #14295 0NEW YORK99999996001 8002892273 320160010346045466","17.50","debit","Pharmacy","Gold Delta SkyMiles","",""
"1/01/2016","Sephora","SEPHORA             NEW YORK03940004043 COSMETIC STORE 320160010344340457","191.62","debit","Clothing","Gold Delta SkyMiles","",""
"1/01/2016","Seamlss Allaboutindi Y","SEAMLSS*ALLABOUTINDINEW YORK47Y8FVJ     8002561020 320160010339013154","17.51","debit","Uncategorized","Gold Delta SkyMiles","",""
"12/31/2015","Redhouse","SEAMLSS*REDHOUSE SEANEW YORK44NZ4B4     8002561020 320153650321742543","20.98","debit","Entertainment","Gold Delta SkyMiles","",""
"12/31/2015","J P Morgan","J.P. MORGAN SECU PAYROLLPPD ID: 1133299429","3017.71","credit","Paycheck","TOTAL CHECKING","",""
"12/31/2015","Ishares Iboxx High Yieldbond Etf","ISHARES IBOXX HIGH YIELDBOND ETF","5.51","credit","Dividend & Cap Gains","Individual","",""
"12/31/2015","Vanguard Small Cap Etf","VANGUARD SMALL CAP ETF","7.58","debit","Investments","Individual","",""
"12/30/2015","Time Warner","TIME WARNER ENTRMT  718-358-09081501300120 CABLE SVCS 320153640311287023","72.65","debit","Television","Gold Delta SkyMiles","",""
"12/30/2015","Vanguard Small Cap Etf","VANGUARD SMALL CAP ETF","7.58","credit","Dividend & Cap Gains","Individual","",""
"12/29/2015","Aramark","ARAMARK JPMC383MADISNEW YORK555154      CATERER 320153630291400906","6.03","debit","Food & Dining","Gold Delta SkyMiles","",""
"12/29/2015","Aramark","ARAMARK JPMC383MADISNEW YORK553584      CATERER 320153630291650328","4.98","debit","Food & Dining","Gold Delta SkyMiles","",""
"12/29/2015","Seamlss Aburisushi C","SEAMLSS*ABURISUSHI SNEW YORKC576CWP     8002561020 320153630286832784","18.47","debit","Restaurants","Gold Delta SkyMiles","",""
"12/29/2015","Duane Reade","DUANE READE #14295 0NEW YORK99999995363 8002892273 320153630294236071","10.49","debit","Pharmacy","Gold Delta SkyMiles","",""
"12/29/2015","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","25.02","debit","Music","Citi Double Cash Card","",""
"12/29/2015","Online Transfer Em","Online Transfer 5025057180 to emigrant bank ######9006 transacti","1250.00","debit","Transfer","TOTAL CHECKING","",""
"12/29/2015","Vanguard High Dividend Yield Etf","VANGUARD HIGH DIVIDEND YIELD ETF","18.12","debit","Investments","Individual","",""
"12/29/2015","Vanguard Ftse Emerging Markets Etf","VANGUARD FTSE EMERGING MARKETS ETF","8.06","debit","Investments","Individual","",""
"12/28/2015","ATM Withdrawal","ATM WITHDRAWAL003759  12/28383 MADIS","60.00","debit","Cash & ATM","TOTAL CHECKING","",""
"12/28/2015","ATM Withdrawal","ATM WITHDRAWAL006797  12/27819 GRAND","60.00","debit","Cash & ATM","TOTAL CHECKING","",""
"12/28/2015","Chase Quickpay Electronic","Chase QuickPay Electronic Transfer 5088538684 to Bryan","50.00","debit","Shopping","TOTAL CHECKING","",""
"12/28/2015","Vanguard High Dividend Yield Etf","VANGUARD HIGH DIVIDEND YIELD ETF","18.12","credit","Dividend & Cap Gains","Individual","",""
"12/28/2015","Vanguard Ftse Emerging Markets Etf","VANGUARD FTSE EMERGING MARKETS ETF","8.06","credit","Dividend & Cap Gains","Individual","",""
"12/27/2015","Amazon Kindle","Amazon Services-Kindle 866-321-8851 WA","11.99","debit","Books","Citi Double Cash Card","",""
"12/25/2015","Amazon","AMZ*Wikimedia Founda amzn.com/pmts WA","10.00","debit","Shopping","Citi Double Cash Card","",""
"12/25/2015","Lyft","LYFT *RIDE THU 8PM 8552800278 Digital Account Number XXXXXXXXXXXX1208","8.00","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"12/24/2015","Vanguard Growth Etf","VANGUARD GROWTH ETF","8.29","debit","Investments","Individual","",""
"12/23/2015","Aramark","ARAMARK JPMC383MADISNEW YORK502420      CATERER 320153570198646077","8.97","debit","Food & Dining","Gold Delta SkyMiles","",""
"12/23/2015","Amazon Kindle","AMAZON SERVICES-KINDLE 866-216-1072 WA","12.67","debit","Books","Citi Double Cash Card","",""
"12/23/2015","Vanguard Growth Etf","VANGUARD GROWTH ETF","8.29","credit","Dividend & Cap Gains","Individual","",""
"12/22/2015","Duane Reade","DUANE READE #14295 0NEW YORK99999995356 8002892273 320153560179369550","10.00","debit","Pharmacy","Gold Delta SkyMiles","",""
"12/22/2015","Check 498","CHECK 498","64.00","debit","Check","TOTAL CHECKING","",""
"12/21/2015","Saks","SAKS FIFTH AVENUE 60NEW YORK014439440   2127534000 320153550163053407","453.46","debit","Clothing","Gold Delta SkyMiles","",""
"12/21/2015","J.Crew","J. CREW RETAIL #649 NEW YORK0061730     800-562-0258 320153550165530965","23.99","debit","Clothing","Gold Delta SkyMiles","",""
"12/21/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787898956321    RESTAURANT 320153550161012855","15.96","debit","Restaurants","Gold Delta SkyMiles","",""
"12/21/2015","Chase Quickpay Electronic","Chase QuickPay Electronic Transfer 5079719044 to Bryan","70.00","debit","Shopping","TOTAL CHECKING","",""
"12/21/2015","Chase Quickpay Electronic","Chase QuickPay Electronic Transfer 5078935144 to Bryan","37.26","debit","Shopping","TOTAL CHECKING","",""
"12/21/2015","National Grid","NATIONAL GRID NY UTILITYPAYPPD ID: 9177976003","16.37","debit","Utilities","TOTAL CHECKING","",""
"12/21/2015","Consolidated Edison","CON ED OF NY     INTELL CKPPD ID: 2462467002","46.74","debit","Utilities","TOTAL CHECKING","",""
"12/21/2015","Chase Quickpay Electronic","Chase QuickPay Electronic Transfer 5078545027 to Bryan","40.00","debit","Shopping","TOTAL CHECKING","",""
"12/21/2015","Chase Quickpay Electronic","Chase QuickPay Electronic Transfer 5077692997 to Gene","29.00","debit","Shopping","TOTAL CHECKING","",""
"12/21/2015","Lyft","LYFT *RIDE SUN 1PM 8552800278 Digital Account Number XXXXXXXXXXXX1208","10.31","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"12/20/2015","Lyft","LYFT *RIDE SUN 12AM 8552800278 CA\nDigital Account Number XXXXXXXXXXXX1208","4.10","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"12/20/2015","Sunset","GRUBHUB SUNSET DINER877585787898282306    RESTAURANT 320153540149777307","14.58","debit","Hair","Gold Delta SkyMiles","",""
"12/19/2015","Lyft","LYFT *RIDE SAT 10PM 8552800278 CA\nDigital Account Number XXXXXXXXXXXX1208","4.00","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"12/19/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787894561341    RESTAURANT 320153530127089716","17.53","debit","Restaurants","Gold Delta SkyMiles","",""
"12/19/2015","Duane Reade","DUANE READE #14295 0NEW YORK99999995353 8002892273 320153530125208194","11.93","debit","Pharmacy","Gold Delta SkyMiles","",""
"12/19/2015","Tib Mercer St","TIB-MERCER ST 435073NEW YORK0000418318  (206)282-4975 320153530116872614","136.04","debit","Home","Gold Delta SkyMiles","",""
"12/18/2015","Aramark","ARAMARK JPMC383MADISNEW YORK546427      CATERER 320153520100050597","9.24","debit","Food & Dining","Gold Delta SkyMiles","",""
"12/18/2015","Citi","CITI AUTOPAY     PAYMENTPPD ID: CITICARDAP","350.93","debit","Financial","TOTAL CHECKING","",""
"12/18/2015","Chase Quickpay Electronic","Chase QuickPay Electronic Transfer 5076879941 to Bryan","15.00","debit","Shopping","TOTAL CHECKING","",""
"12/18/2015","Iso Liharevic","Online Payment 5013121460 To IsoLiharevic","1650.00","debit","Uncategorized","TOTAL CHECKING","",""
"12/17/2015","Aramark","ARAMARK JPMC383MADISNEW YORK522389      CATERER 320153510079451798","7.47","debit","Food & Dining","Gold Delta SkyMiles","",""
"12/17/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787889073127    RESTAURANT 320153510086323001","19.34","debit","Restaurants","Gold Delta SkyMiles","",""
"12/17/2015","Autopay Rautopay Auto","AUTOPAY 999990000018805RAUTOPAY AUTO-PMT","350.93","credit","Credit Card Payment","Citi Double Cash Card","",""
"12/16/2015","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA","12.88","credit","Shopping","Citi Double Cash Card","",""
"12/16/2015","Aramark","ARAMARK JPMC383MADISNEW YORK575871      CATERER 320153500058719387","7.47","debit","Food & Dining","Gold Delta SkyMiles","",""
"12/15/2015","J P Morgan","J.P. MORGAN SECU PAYROLLPPD ID: 1133299429","3017.70","credit","Paycheck","TOTAL CHECKING","",""
"12/15/2015","Chase Quickpay Electronic","Chase QuickPay Electronic Transfer 5069214193 to Bryan","80.00","debit","Shopping","TOTAL CHECKING","",""
"12/15/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787882125538    RESTAURANT 320153490046054551","27.22","debit","Restaurants","Gold Delta SkyMiles","",""
"12/15/2015","Aramark","ARAMARK JPMC383MADISNEW YORK593457      CATERER 320153490038620283","5.51","debit","Food & Dining","Gold Delta SkyMiles","",""
"12/14/2015","ATM Withdrawal","ATM WITHDRAWAL008062  12/13819 GRAND","20.00","debit","Cash & ATM","TOTAL CHECKING","",""
"12/14/2015","Flycleaners Ny","FLYCLEANERS 3478554359 NY","19.39","debit","Laundry","Citi Double Cash Card","",""
"12/14/2015","Brothers","BREAD BROTHERS 2    Brooklyn85428145347347-599-1807 320153480027471024","7.33","debit","Laundry","Gold Delta SkyMiles","",""
"12/13/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787876673919    RESTAURANT 320153470008815317","19.34","debit","Restaurants","Gold Delta SkyMiles","",""
"12/13/2015","Spotify","SPOTIFY USA         NEW YORK186FC1RJD4A BUSINESS SERVICE 320153470012452941","9.99","debit","Music","Gold Delta SkyMiles","",""
"12/13/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787878691858    RESTAURANT 320153470012599906","18.78","debit","Restaurants","Gold Delta SkyMiles","",""
"12/12/2015","Kingsroadmerch Direct Mktg","KINGSROADMERCH      323244472776085080    DIRECT MKTG MISC 320153460978204480","113.54","debit","Uncategorized","Gold Delta SkyMiles","",""
"12/12/2015","Duane Reade","DUANE READE #14295 0NEW YORK99999995346 8002892273 320153460989855442","64.16","debit","Pharmacy","Gold Delta SkyMiles","",""
"12/12/2015","Aramark","ARAMARK JPMC383MADISNEW YORK556325      CATERER 320153460985090764","5.24","debit","Food & Dining","Gold Delta SkyMiles","",""
"12/12/2015","Uber.com","UBER TECHNOLOGIES INC 8665761039 CA","8.81","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"12/12/2015","Uber.com","UBER TECHNOLOGIES INC 8665761039 CA","12.81","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"12/09/2015","American Express","AMERICAN EXPRESS ACH PMT    A7444           WEB ID: 9493560001","2385.91","debit","Credit Card Payment","TOTAL CHECKING","",""
"12/09/2015","Autopay Thank You","AUTOPAY PAYMENT - THANK YOU 320153430938031982","2385.91","credit","Credit Card Payment","Gold Delta SkyMiles","",""
"12/09/2015","Aramark","ARAMARK JPMC383MADISNEW YORK572191      CATERER 320153430925375524","8.62","debit","Food & Dining","Gold Delta SkyMiles","",""
"12/08/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787860871160    RESTAURANT 320153420911391768","9.80","debit","Restaurants","Gold Delta SkyMiles","",""
"12/08/2015","Aramark","ARAMARK JPMC383MADISNEW YORK595635      CATERER 320153420907572584","8.55","debit","Food & Dining","Gold Delta SkyMiles","",""
"12/08/2015","Dunkin Donuts","DUNKIN #345781 Q35 NEW YORK NY","2.93","debit","Coffee Shops","Citi Double Cash Card","",""
"12/07/2015","Chase Quickpay Electronic","Chase QuickPay Electronic Transfer 5050479836 to YURI RUDASHEVSK","100.00","debit","Shopping","TOTAL CHECKING","",""
"12/07/2015","Chase Quickpay Electronic","Chase QuickPay Electronic Transfer 5050472207 from YURI RUDASHEV","100.00","credit","Transfer","TOTAL CHECKING","",""
"12/07/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787857933749    RESTAURANT 320153410892152302","18.16","debit","Restaurants","Gold Delta SkyMiles","",""
"12/07/2015","50 Restaurant","GRUBHUB SEAMLESS    877585787859847850    RESTAURANT 320153410899648471","14.98","debit","Restaurants","Gold Delta SkyMiles","",""
"12/07/2015","Lyft","LYFT *RIDE SUN 9PM 8552800278 Digital Account Number XXXXXXXXXXXX1208","6.67","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"12/07/2015","Ishares Iboxx High Yieldbond Etf","ISHARES IBOXX HIGH YIELDBOND ETF","5.18","credit","Dividend & Cap Gains","Individual","",""
"12/06/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787855285581    RESTAURANT 320153400878646329","19.41","debit","Restaurants","Gold Delta SkyMiles","",""
"12/06/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787856659638    RESTAURANT 320153400881940994","14.56","debit","Restaurants","Gold Delta SkyMiles","",""
"12/06/2015","Uber.com","UBER TECHNOLOGIES INC 8665761039 CA","10.55","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"12/06/2015","Uber.com","UBER TECHNOLOGIES INC 8665761039 CA","11.16","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"12/06/2015","Lyft","LYFT *RIDE SUN 6PM 8552800278 Digital Account Number XXXXXXXXXXXX1208","8.07","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"12/04/2015","Aramark","ARAMARK JPMC383MADISNEW YORK594931      CATERER 320153380834707810","7.56","debit","Food & Dining","Gold Delta SkyMiles","",""
"12/03/2015","Aramark","ARAMARK JPMC383MADISNEW YORK591555      CATERER 320153370815344297","7.38","debit","Food & Dining","Gold Delta SkyMiles","",""
"12/03/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787846193752    RESTAURANT 320153370821423999","15.19","debit","Restaurants","Gold Delta SkyMiles","",""
"12/02/2015","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","16.32","debit","Music","Citi Double Cash Card","",""
"12/02/2015","Duane Reade","DUANE READE #14295 0NEW YORK99999995336 8002892273 320153360797588663","10.00","debit","Pharmacy","Gold Delta SkyMiles","",""
"12/02/2015","Casper","CASPER SLEEP INC.*CANEW YORKGHV75MG     888-498-0003 320153360807425663","762.13","debit","Business Services","Gold Delta SkyMiles","",""
"12/02/2015","Netflix","NETFLIX.COM         866-579-7178394969464  DVD RENTALS 320153360795444632","7.99","debit","Movies & DVDs","Gold Delta SkyMiles","",""
"12/02/2015","Check 496","CHECK 496","60.00","debit","Check","TOTAL CHECKING","",""
"12/01/2015","Lyft","LYFT *RIDE MON 10PM 8552800278 Digital Account Number XXXXXXXXXXXX1208","5.78","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"12/01/2015","Grand Cafe New","GRAND CAFE 201001003NEW YORK74275395335 212-883-6789 320153350767237097","6.34","debit","Food & Dining","Gold Delta SkyMiles","",""
"12/01/2015","Aramark","ARAMARK JPMC383MADISNEW YORK571692      CATERER 320153350774876411","4.67","debit","Food & Dining","Gold Delta SkyMiles","",""
"12/01/2015","Coffee Beanery","COFFEE BEANERY 1 1 DETROIT MI11/30","2.11","debit","Restaurants","TOTAL CHECKING","",""
"11/30/2015","Time Warner","TIME WARNER ENTRMT  718-358-09081501300120 CABLE SVCS 320153340757761052","79.19","debit","Television","Gold Delta SkyMiles","",""
"11/30/2015","Venmo","VENMO-2          PAYMENT    126155496       CCD ID: 2264681992","137.00","debit","Transfer","TOTAL CHECKING","",""
"11/30/2015","J P Morgan","J.P. MORGAN SECU PAYROLLPPD ID: 1133299429","3017.71","credit","Paycheck","TOTAL CHECKING","",""
"11/30/2015","Lyft","LYFT *RIDE MON 8PM 8552800278 Digital Account Number XXXXXXXXXXXX1208","4.38","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"11/30/2015","Njt Nwk Int","NJT NWK-INT AIR 0369 NEWARK NJ","13.00","debit","Uncategorized","Citi Double Cash Card","",""
"11/30/2015","ATM Fee Refund","ATM Fee Rebate","3.50","credit","ATM Fee","Investor Checking","",""
"11/27/2015","Lyft","LYFT *RIDE THU 1PM 8552800278 Digital Account Number XXXXXXXXXXXX1208","19.67","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"11/27/2015","ATM Withdrawal","ATM WITHDRAWAL005621  11/262 PENN PL","60.00","debit","Cash & ATM","TOTAL CHECKING","",""
"11/26/2015","Seamlss Allaboutindi Cp","SEAMLSS*ALLABOUTINDINEW YORK4CP9BHM     8002561020 320153300689584740","15.01","debit","Uncategorized","Gold Delta SkyMiles","",""
"11/26/2015","Duane Reade","DUANE READE #14295 0NEW YORK99999995330 8002892273 320153300696824561","3.01","debit","Pharmacy","Gold Delta SkyMiles","",""
"11/25/2015","Online Transfer Em","Online Transfer 4966219248 to emigrant bank ######9006 transacti","1250.00","debit","Transfer","TOTAL CHECKING","",""
"11/25/2015","Lyft","LYFT *RIDE WED 6PM 8552800278 Digital Account Number XXXXXXXXXXXX1208","7.50","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"11/25/2015","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","6.26","debit","Food & Dining","Citi Double Cash Card","",""
"11/25/2015","Lyft","LYFT *RIDE WED 10PM 8552800278 Digital Account Number XXXXXXXXXXXX1208","7.27","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"11/24/2015","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","9.07","debit","Food & Dining","Citi Double Cash Card","",""
"11/23/2015","Doordash Com Ca","DOORDASH.COM 6506819470 CA","6.39","debit","Uncategorized","Citi Double Cash Card","",""
"11/23/2015","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","9.86","debit","Food & Dining","Citi Double Cash Card","",""
"11/23/2015","Uber.com","UBER TECHNOLOGIES INC 866-576-1039 CA","8.00","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"11/23/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787816493887    RESTAURANT 320153270648520929","17.50","debit","Restaurants","Gold Delta SkyMiles","",""
"11/23/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787817877806    RESTAURANT 320153270648868178","19.34","debit","Restaurants","Gold Delta SkyMiles","",""
"11/22/2015","IKEA","IKEA BROOKLYN 921   BROOKLYN08195949    718-246-0921 320153260627687362","152.41","debit","Furnishings","Gold Delta SkyMiles","",""
"11/22/2015","Vts Nyc Lpep","VTS NYC LPEP TAXI   LONG ISLAND00358659264 718-752-1656 320153260627422568","30.36","debit","Rental Car & Taxi","Gold Delta SkyMiles","",""
"11/22/2015","Uber.com","UBER TECHNOLOGIES INC 866-576-1039 CA","31.43","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"11/22/2015","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA","19.99","debit","Shopping","Citi Double Cash Card","",""
"11/21/2015","Quest Diagnostics","QUEST DIAGNOSTICS   800-631-138194959672  157970518        07652 320153250612672778","99.56","debit","Health & Fitness","Gold Delta SkyMiles","",""
"11/21/2015","Williamsburg Cinemas Ny","WILLIAMSBURG CINEMAS 718-634-5968 NY","26.00","debit","Movies & DVDs","Citi Double Cash Card","",""
"11/21/2015","Day & Night Deli","DAY & NIGHT DELI GRILL BROOKLYN NY","14.45","debit","Restaurants","Citi Double Cash Card","",""
"11/21/2015","Doordash Com Ca","DOORDASH.COM 6506819470 CA","7.23","debit","Uncategorized","Citi Double Cash Card","",""
"11/21/2015","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA","12.88","debit","Shopping","Citi Double Cash Card","",""
"11/20/2015","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","7.47","debit","Food & Dining","Citi Double Cash Card","",""
"11/20/2015","Amazon Kindle","AMAZON SERVICES-KINDLE 866-216-1072 WA","19.00","debit","Books","Citi Double Cash Card","",""
"11/20/2015","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","4.13","debit","Food & Dining","Citi Double Cash Card","",""
"11/20/2015","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","10.87","debit","Music","Citi Double Cash Card","",""
"11/20/2015","Jpmorgan Chase","JPMORGAN CHASE B TTRVL-REIMPPD ID: 360899825","5.00","debit","Financial","TOTAL CHECKING","",""
"11/19/2015","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","6.26","debit","Food & Dining","Citi Double Cash Card","",""
"11/19/2015","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","11.91","debit","Food & Dining","Citi Double Cash Card","",""
"11/19/2015","Iso Liharevic","Online Payment 4952949016 To IsoLiharevic","1650.00","debit","Uncategorized","TOTAL CHECKING","",""
"11/19/2015","Gaslog Ltd F","GASLOG LTD F","7.00","credit","Dividend & Cap Gains","Individual","",""
"11/18/2015","Transfer to 8075","CITI AUTOPAY     PAYMENTPPD ID: CITICARDAP","22.68","debit","Credit Card Payment","TOTAL CHECKING","",""
"11/18/2015","Consolidated Edison","CON ED OF NY     INTELL CKPPD ID: 2462467002","38.82","debit","Utilities","TOTAL CHECKING","",""
"11/17/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787800555153    RESTAURANT 320153210542230828","19.34","debit","Restaurants","Gold Delta SkyMiles","",""
"11/17/2015","Citicards Cash Reward","CITICARDS CASH   REWARDPPD ID: CITIREWARD","27.07","credit","Income","TOTAL CHECKING","",""
"11/17/2015","National Grid","NATIONAL GRID NY UTILITYPAYPPD ID: 9177976003","15.38","debit","Utilities","TOTAL CHECKING","",""
"11/17/2015","Transfer from TOTAL CHECKING","AUTOPAY 999990000018805RAUTOPAY AUTO-PMT","22.68","credit","Credit Card Payment","Citi Double Cash Card","",""
"11/15/2015","Flycleaners Ny","FLYCLEANERS 3478554359 NY","33.58","debit","Laundry","Citi Double Cash Card","",""
"11/15/2015","Bloomingdale's","BLOOMINGDALE'S #001 NEW YORK24012508870 8665932540 320153190501637827","51.00","debit","Clothing","Gold Delta SkyMiles","",""
"11/14/2015","Costello","COSTELLO            NEW YORK0000000001  212-421-8464 320153180482098619","89.00","debit","Business Services","Gold Delta SkyMiles","",""
"11/14/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787893937146    RESTAURANT 320153180493349581","13.77","debit","Restaurants","Gold Delta SkyMiles","",""
"11/14/2015","Costello","COSTELLO            NEW YORK0000000004  212-421-8464 320153180482253161","69.00","debit","Business Services","Gold Delta SkyMiles","",""
"11/14/2015","Costello New York","COSTELLO            NEW YORK0000000003  212-421-8464 320153180482826848","89.00","credit","Credit Card Payment","Gold Delta SkyMiles","",""
"11/14/2015","P 73 Bushwick Avenue","P189405 73 BUSHWICK AVE BROOKLYN","21.75","debit","Uncategorized","Investor Checking","",""
"11/13/2015","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","7.20","debit","Food & Dining","Citi Double Cash Card","",""
"11/13/2015","Doordash Com Ca","DOORDASH.COM 6506819470 CA","10.55","debit","Uncategorized","Citi Double Cash Card","",""
"11/13/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787891304636    RESTAURANT 320153170474036016","26.02","debit","Restaurants","Gold Delta SkyMiles","",""
"11/13/2015","Spotify","SPOTIFY USA         NEW YORK15BG7L4JNVD BUSINESS SERVICE 320153170479190602","9.99","debit","Music","Gold Delta SkyMiles","",""
"11/13/2015","J P Morgan","J.P. MORGAN SECU PAYROLLPPD ID: 1133299429","3017.71","credit","Paycheck","TOTAL CHECKING","",""
"11/12/2015","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","7.38","debit","Food & Dining","Citi Double Cash Card","",""
"11/12/2015","Flycleaners Ny","FLYCLEANERS 3478554359 NY","12.65","debit","Laundry","Citi Double Cash Card","",""
"11/11/2015","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","5.72","debit","Food & Dining","Citi Double Cash Card","",""
"11/11/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787886277924    RESTAURANT 320153150441471444","22.86","debit","Restaurants","Gold Delta SkyMiles","",""
"11/10/2015","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","8.05","debit","Food & Dining","Citi Double Cash Card","",""
"11/09/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787880457100    RESTAURANT 320153130406926802","34.30","debit","Restaurants","Gold Delta SkyMiles","",""
"11/09/2015","Transfer from TOTAL CHECKING","AUTOPAY PAYMENT - THANK YOU 320153130410753719","2915.87","credit","Credit Card Payment","Gold Delta SkyMiles","",""
"11/09/2015","Chase Quickpay Electronic","Chase QuickPay Electronic Transfer 4991847159 from YURI RUDASHEV","500.00","credit","Transfer","TOTAL CHECKING","",""
"11/09/2015","Transfer to Gold Delta SkyMiles","AMERICAN EXPRESS ACH PMT    A4318           WEB ID: 9493560001","2915.87","debit","Credit Card Payment","TOTAL CHECKING","",""
"11/09/2015","Chase Quickpay Electronic","Chase QuickPay Electronic Transfer 4991860536 from YURI RUDASHEV","500.00","credit","Transfer","TOTAL CHECKING","",""
"11/09/2015","Nyc Taxi N","NYC TAXI 5N26 LONG ISLAND C NY","8.75","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"11/09/2015","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","8.00","debit","Food & Dining","Citi Double Cash Card","",""
"11/09/2015","Getty","GETT 855200GETT NY","6.51","debit","Gas & Fuel","Citi Double Cash Card","",""
"11/06/2015","Jean Claude Biguine","JEAN CLAUDE BIGUINE NEW YORK99999995309 2128678534 320153100359990193","57.48","debit","Personal Care","Gold Delta SkyMiles","",""
"11/06/2015","Ishares Iboxx High Yieldbond Etf","ISHARES IBOXX HIGH YIELDBOND ETF","5.12","credit","Dividend & Cap Gains","Individual","",""
"11/05/2015","ATM Withdrawal","ATM WITHDRAWAL006418  11/05383 MADIS","50.00","debit","Cash & ATM","TOTAL CHECKING","",""
"11/05/2015","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","11.20","debit","Food & Dining","Citi Double Cash Card","",""
"11/05/2015","Duane Reade","DUANE READE #14295 NEW YORK NY","17.41","debit","Pharmacy","Citi Double Cash Card","",""
"11/03/2015","Check 169","CHECK 169","131.00","debit","Check","TOTAL CHECKING","",""
